data_id,treat,age,education,black,hispanic,married,nodegree,re75,re78
Lalonde Sample,1,37,11,1,0,1,1,0,9930.0458984375
Lalonde Sample,1,22,9,0,1,0,1,0,3595.89404296875
Lalonde Sample,1,30,12,1,0,0,0,0,24909.44921875
Lalonde Sample,1,27,11,1,0,0,1,0,7506.14599609375
Lalonde Sample,1,33,8,1,0,0,1,0,289.7898864746094
Lalonde Sample,1,22,9,1,0,0,1,0,4056.493896484375
Lalonde Sample,1,23,12,1,0,0,0,0,0
Lalonde Sample,1,32,11,1,0,0,1,0,8472.158203125
Lalonde Sample,1,22,16,1,0,0,0,0,2164.02197265625
Lalonde Sample,1,33,12,0,0,1,0,0,12418.0703125
Lalonde Sample,1,19,9,1,0,0,1,0,8173.908203125
Lalonde Sample,1,21,13,1,0,0,0,0,17094.640625
Lalonde Sample,1,18,8,1,0,0,1,0,0
Lalonde Sample,1,27,10,1,0,1,1,0,18739.9296875
Lalonde Sample,1,17,7,1,0,0,1,0,3023.87890625
Lalonde Sample,1,19,10,1,0,0,1,0,3228.5029296875
Lalonde Sample,1,27,13,1,0,0,0,0,14581.8603515625
Lalonde Sample,1,23,10,1,0,0,1,0,7693.39990234375
Lalonde Sample,1,40,12,1,0,0,0,0,10804.3203125
Lalonde Sample,1,26,12,1,0,0,0,0,10747.349609375
Lalonde Sample,1,23,11,1,0,0,1,0,0
Lalonde Sample,1,41,14,0,0,0,0,0,5149.5009765625
Lalonde Sample,1,38,9,0,0,0,1,0,6408.9501953125
Lalonde Sample,1,24,11,1,0,0,1,0,1991.400024414062
Lalonde Sample,1,33,11,1,0,0,1,7867.916015625,6281.43310546875
Lalonde Sample,1,18,10,1,0,0,1,0,11163.169921875
Lalonde Sample,1,29,11,1,0,1,1,0,9642.9990234375
Lalonde Sample,1,25,11,1,0,0,1,0,9897.048828125
Lalonde Sample,1,27,10,0,1,0,1,0,11142.8701171875
Lalonde Sample,1,17,10,1,0,0,1,0,16218.0400390625
Lalonde Sample,1,24,11,1,0,0,1,0,995.7001953125
Lalonde Sample,1,17,10,1,0,0,1,0,0
Lalonde Sample,1,26,11,1,0,1,1,2754.64599609375,26372.279296875
Lalonde Sample,1,48,4,1,0,0,1,0,6551.591796875
Lalonde Sample,1,25,11,1,0,1,1,0,1574.423950195312
Lalonde Sample,1,20,12,1,0,0,0,0,0
Lalonde Sample,1,25,12,1,0,0,0,0,3191.7529296875
Lalonde Sample,1,42,14,1,0,0,0,0,20505.9296875
Lalonde Sample,1,25,5,1,0,0,1,0,6181.8798828125
Lalonde Sample,1,23,12,1,0,1,0,0,5911.55078125
Lalonde Sample,1,46,8,1,0,1,1,0,3094.156005859375
Lalonde Sample,1,24,10,1,0,0,1,0,0
Lalonde Sample,1,21,12,1,0,0,0,0,1254.58203125
Lalonde Sample,1,19,9,0,0,0,1,0,13188.830078125
Lalonde Sample,1,17,8,1,0,0,1,0,8061.48486328125
Lalonde Sample,1,18,8,0,1,1,1,0,2787.9599609375
Lalonde Sample,1,20,11,1,0,0,1,0,3972.5400390625
Lalonde Sample,1,25,11,1,0,1,1,0,0
Lalonde Sample,1,17,8,1,0,0,1,0,0
Lalonde Sample,1,17,9,1,0,0,1,0,0
Lalonde Sample,1,25,5,1,0,0,1,0,12187.41015625
Lalonde Sample,1,23,12,1,0,0,0,0,4843.17578125
Lalonde Sample,1,28,8,1,0,0,1,0,0
Lalonde Sample,1,31,11,1,0,1,1,0,8087.48681640625
Lalonde Sample,1,18,11,1,0,0,1,0,0
Lalonde Sample,1,25,12,1,0,0,0,0,2348.972900390625
Lalonde Sample,1,30,11,1,0,1,1,0,590.7817993164062
Lalonde Sample,1,17,10,1,0,0,1,0,0
Lalonde Sample,1,37,9,1,0,0,1,0,1067.505981445312
Lalonde Sample,1,41,4,1,0,1,1,0,7284.98583984375
Lalonde Sample,1,42,14,1,0,1,0,0,13167.51953125
Lalonde Sample,1,22,11,0,0,0,1,0,1048.432006835938
Lalonde Sample,1,17,8,1,0,0,1,0,0
Lalonde Sample,1,29,8,1,0,0,1,0,1923.93798828125
Lalonde Sample,1,28,10,1,0,0,1,2836.506103515625,3196.571044921875
Lalonde Sample,1,35,10,1,0,0,1,0,4666.23583984375
Lalonde Sample,1,27,11,1,0,0,1,0,549.2984008789062
Lalonde Sample,1,29,4,1,0,0,1,0,762.9146118164062
Lalonde Sample,1,28,9,1,0,0,1,0,10694.2900390625
Lalonde Sample,1,27,11,1,0,0,1,0,0
Lalonde Sample,1,23,7,0,0,0,1,0,0
Lalonde Sample,1,45,5,1,0,1,1,0,8546.71484375
Lalonde Sample,1,29,13,1,0,0,0,0,7479.65576171875
Lalonde Sample,1,27,9,1,0,0,1,0,0
Lalonde Sample,1,46,13,1,0,0,0,0,647.20458984375
Lalonde Sample,1,18,6,1,0,0,1,0,0
Lalonde Sample,1,25,12,1,0,0,0,0,11965.8095703125
Lalonde Sample,1,28,15,1,0,0,0,0,9598.541015625
Lalonde Sample,1,31,9,1,0,0,1,1698.607055664062,10363.26953125
Lalonde Sample,1,25,11,0,0,0,1,0,18783.349609375
Lalonde Sample,1,22,12,1,0,0,0,0,18678.080078125
Lalonde Sample,1,28,11,1,0,0,1,1284.078979492188,60307.9296875
Lalonde Sample,1,21,9,1,0,0,1,0,0
Lalonde Sample,1,40,11,1,0,0,1,0,23005.599609375
Lalonde Sample,1,22,11,1,0,0,1,0,6456.69677734375
Lalonde Sample,1,25,12,1,0,0,0,0,0
Lalonde Sample,1,27,9,1,0,1,1,934.4453735351562,1773.422973632812
Lalonde Sample,1,23,10,1,0,1,1,936.4385986328125,11233.259765625
Lalonde Sample,1,29,10,1,0,0,1,4398.9501953125,0
Lalonde Sample,1,18,12,1,0,0,0,0,2321.10693359375
Lalonde Sample,1,38,12,0,0,0,0,0,4941.84912109375
Lalonde Sample,1,27,13,1,0,0,0,0,0
Lalonde Sample,1,27,8,1,0,0,1,0,0
Lalonde Sample,1,38,11,1,0,0,1,0,0
Lalonde Sample,1,23,8,0,1,0,1,0,3881.283935546875
Lalonde Sample,1,26,11,1,0,0,1,0,17230.9609375
Lalonde Sample,1,42,9,1,0,1,1,3058.531005859375,1294.409057617188
Lalonde Sample,1,21,12,0,0,0,0,0,8048.60302734375
Lalonde Sample,1,25,8,1,0,0,1,0,0
Lalonde Sample,1,31,11,1,0,1,1,0,14509.9296875
Lalonde Sample,1,17,10,1,0,0,1,0,0
Lalonde Sample,1,19,8,1,0,0,1,2657.056884765625,9970.6806640625
Lalonde Sample,1,29,14,1,0,0,0,679.6734008789062,17814.98046875
Lalonde Sample,1,25,11,1,0,0,1,0,0
Lalonde Sample,1,21,12,1,0,0,0,0,9983.7841796875
Lalonde Sample,1,44,11,1,0,0,1,0,0
Lalonde Sample,1,19,10,1,0,0,1,385.2741088867188,8124.71484375
Lalonde Sample,1,25,12,0,0,0,0,0,5587.5029296875
Lalonde Sample,1,18,10,1,0,0,1,798.9078979492188,9737.154296875
Lalonde Sample,1,18,9,1,0,0,1,0,4482.84521484375
Lalonde Sample,1,19,9,1,0,0,1,798.9078979492188,17685.1796875
Lalonde Sample,1,18,9,1,0,0,1,3287.375,5010.341796875
Lalonde Sample,1,26,11,1,0,1,1,1392.85302734375,1460.359985351562
Lalonde Sample,1,42,12,1,0,0,0,0,2456.153076171875
Lalonde Sample,1,25,10,1,0,0,1,0,0
Lalonde Sample,1,31,9,0,1,0,1,0,26817.599609375
Lalonde Sample,1,24,10,1,0,0,1,0,0
Lalonde Sample,1,26,10,1,0,0,1,0,9265.7880859375
Lalonde Sample,1,20,12,1,0,0,0,377.568603515625,1652.636962890625
Lalonde Sample,1,19,10,0,0,0,1,5324.10888671875,13829.6201171875
Lalonde Sample,1,25,11,1,0,0,1,0,485.2297973632812
Lalonde Sample,1,23,8,0,0,1,1,1713.150024414062,4232.30908203125
Lalonde Sample,1,31,12,0,0,0,0,2611.218017578125,2484.549072265625
Lalonde Sample,1,18,11,1,0,0,1,0,4814.626953125
Lalonde Sample,1,19,11,1,0,0,1,0,7458.10498046875
Lalonde Sample,1,43,9,1,0,0,1,0,0
Lalonde Sample,1,27,13,1,0,0,0,0,34099.28125
Lalonde Sample,1,26,11,0,0,0,1,2226.26611328125,13385.8603515625
Lalonde Sample,1,29,10,0,1,0,1,8853.673828125,5112.01416015625
Lalonde Sample,1,17,9,1,0,0,1,0,1953.267944335938
Lalonde Sample,1,30,11,1,0,0,1,0,0
Lalonde Sample,1,17,10,1,0,0,1,156.9490966796875,10641.240234375
Lalonde Sample,1,20,12,0,0,1,0,8644.15625,11656.509765625
Lalonde Sample,1,17,9,1,0,0,1,375.1047058105469,3621.70703125
Lalonde Sample,1,18,12,1,0,0,0,562.656982421875,0
Lalonde Sample,1,21,11,0,1,0,1,1395.390014648438,0
Lalonde Sample,1,30,11,1,0,0,1,1913.034057617188,0
Lalonde Sample,1,18,11,0,1,0,1,5491.53515625,2454.5
Lalonde Sample,1,20,12,1,0,0,0,9227.55859375,0
Lalonde Sample,1,20,6,0,1,1,1,10802.98046875,4488.4951171875
Lalonde Sample,1,20,10,1,0,0,1,11073.08984375,0
Lalonde Sample,1,25,8,1,0,0,1,37431.66015625,2346.827880859375
Lalonde Sample,1,17,9,0,0,0,1,1618.150024414062,6011.02099609375
Lalonde Sample,1,18,10,0,1,0,1,2589.0419921875,0
Lalonde Sample,1,19,9,0,1,0,1,6511.1240234375,7913.38623046875
Lalonde Sample,1,19,11,1,0,0,1,192.7994995117188,661.1923828125
Lalonde Sample,1,27,10,0,1,0,1,421.3023986816406,3075.862060546875
Lalonde Sample,1,18,12,0,1,0,0,535.5532836914062,1115.859985351562
Lalonde Sample,1,22,11,1,0,0,1,606.9608764648438,317.8952026367188
Lalonde Sample,1,20,9,1,0,0,1,660.5159301757812,12229.6298828125
Lalonde Sample,1,20,11,1,0,0,1,696.2191772460938,0
Lalonde Sample,1,18,10,1,0,0,1,699.7896118164062,480.5270080566406
Lalonde Sample,1,17,10,1,0,0,1,856.8864135742188,3251.10009765625
Lalonde Sample,1,26,12,1,0,0,0,1088.906982421875,11460.5595703125
Lalonde Sample,1,22,10,1,0,0,1,1071.108032226562,7315.4521484375
Lalonde Sample,1,20,12,1,0,0,0,1160.365966796875,702.1838989257812
Lalonde Sample,1,18,8,1,0,0,1,1199.640991210938,0
Lalonde Sample,1,18,9,1,0,0,1,1285.329956054688,15369.48046875
Lalonde Sample,1,18,10,1,0,0,1,1371.016967773438,12064.41015625
Lalonde Sample,1,19,10,1,0,0,1,1374.587036132812,13278.9697265625
Lalonde Sample,1,18,9,0,1,0,1,1713.77294921875,8836.56640625
Lalonde Sample,1,17,10,0,1,0,1,2202.7958984375,4387.05712890625
Lalonde Sample,1,19,11,1,0,0,1,1927.994995117188,11965.8095703125
Lalonde Sample,1,27,11,1,0,1,1,2142.217041015625,2186.18896484375
Lalonde Sample,1,19,10,1,0,0,1,3213.113037109375,2975.031005859375
Lalonde Sample,1,19,9,0,1,0,1,3276.14990234375,14271.23046875
Lalonde Sample,1,27,10,1,0,0,1,3213.322021484375,2094.118896484375
Lalonde Sample,1,21,11,1,0,1,1,4167.998046875,11300.240234375
Lalonde Sample,1,29,10,1,0,1,1,4923.26318359375,130.6790924072266
Lalonde Sample,1,34,11,0,1,0,1,4641.466796875,2877.681884765625
Lalonde Sample,1,25,10,0,0,0,1,4712.8740234375,6103.74609375
Lalonde Sample,1,31,13,0,0,0,0,5498.35009765625,2329.866943359375
Lalonde Sample,1,41,9,1,0,1,1,5783.98095703125,0
Lalonde Sample,1,21,11,0,1,0,1,6658.56201171875,9381.294921875
Lalonde Sample,1,20,11,1,0,0,1,6426.64599609375,16451.4609375
Lalonde Sample,1,24,12,0,1,1,0,7212.10986328125,6485.5078125
Lalonde Sample,1,41,9,1,0,1,1,7212.1201171875,3154.719970703125
Lalonde Sample,1,21,12,0,0,0,0,7390.6337890625,3557.93408203125
Lalonde Sample,1,22,11,1,0,0,1,7497.751953125,668.74658203125
Lalonde Sample,1,20,9,0,1,0,1,8015.44189453125,5487.97021484375
Lalonde Sample,1,17,11,1,0,0,1,8497.435546875,9017.00390625
Lalonde Sample,1,24,11,1,0,0,1,9180.919921875,0
Lalonde Sample,1,23,12,1,0,1,0,15079.9501953125,10283.490234375
Lalonde Sample,1,23,10,1,0,0,1,15709.5595703125,5665.06591796875
Lalonde Sample,1,26,11,0,0,0,1,22959.759765625,2746.614013671875
Lalonde Sample,1,21,13,1,0,0,0,24806.830078125,8803.666015625
Lalonde Sample,1,18,10,1,0,1,1,1958.095947265625,10989.9296875
Lalonde Sample,1,22,10,1,0,0,1,653.9542236328125,11134.98046875
Lalonde Sample,1,17,10,1,0,0,1,1000.549987792969,1433.531005859375
Lalonde Sample,1,20,7,1,0,0,1,1569.489990234375,5518.0830078125
Lalonde Sample,1,17,9,1,0,0,1,1667.5830078125,5594.72900390625
Lalonde Sample,1,23,11,1,0,0,1,1961.864013671875,3689.1259765625
Lalonde Sample,1,32,10,1,0,0,1,2321.537109375,179.0216979980469
Lalonde Sample,1,19,12,1,0,0,0,2534.072021484375,4551.97900390625
Lalonde Sample,1,30,10,1,0,0,1,2615.81689453125,0
Lalonde Sample,1,25,12,1,0,0,0,2746.60791015625,2090.677978515625
Lalonde Sample,1,26,11,0,0,0,1,4676.45703125,1973.344970703125
Lalonde Sample,1,19,10,1,0,0,1,3473.80810546875,5861.60302734375
Lalonde Sample,1,19,8,0,0,0,1,3416.906982421875,9251.357421875
Lalonde Sample,1,20,10,1,0,0,1,5100.8388671875,13626.0400390625
Lalonde Sample,1,21,11,1,0,0,1,5310.10693359375,7906.3408203125
Lalonde Sample,1,23,12,1,0,0,0,7841.97216796875,7947.2568359375
Lalonde Sample,1,19,11,1,0,0,1,6409.02685546875,11648.7001953125
Lalonde Sample,1,22,11,1,0,0,1,8774.791015625,18295.8203125
Lalonde Sample,1,23,12,1,0,0,0,7782.0419921875,14416.83984375
Lalonde Sample,1,26,10,1,0,1,1,8141.703125,4635.66015625
Lalonde Sample,1,24,12,1,0,0,0,12982.33984375,0
Lalonde Sample,1,18,10,0,1,0,1,12625.509765625,0
Lalonde Sample,1,27,11,1,0,0,1,14223.5,7661.97314453125
Lalonde Sample,1,21,11,0,1,0,1,17983.7109375,15191.91015625
Lalonde Sample,1,25,8,0,0,0,1,23096.650390625,6421.52978515625
Lalonde Sample,1,21,12,1,0,0,0,807.9511108398438,4350.9072265625
Lalonde Sample,1,19,11,1,0,0,1,532.2536010742188,0
Lalonde Sample,1,18,11,1,0,0,1,851.6060791015625,0
Lalonde Sample,1,34,7,1,0,0,1,857.5194702148438,0
Lalonde Sample,1,21,11,0,0,0,1,946.2279052734375,11412.240234375
Lalonde Sample,1,25,9,1,0,0,1,1536.503051757812,1709.342041015625
Lalonde Sample,1,17,9,1,0,0,1,1341.651000976562,1374.066040039062
Lalonde Sample,1,28,8,1,0,0,1,1182.786010742188,7779.26318359375
Lalonde Sample,1,18,9,1,0,0,1,1182.786010742188,5100.46923828125
Lalonde Sample,1,27,12,1,0,0,0,4310.455078125,0
Lalonde Sample,1,23,9,1,0,0,1,1774.180053710938,11464.7099609375
Lalonde Sample,1,19,8,0,1,0,1,1862.889038085938,8774.623046875
Lalonde Sample,1,21,11,1,0,0,1,2158.5849609375,0
Lalonde Sample,1,21,11,1,0,0,1,2217.72412109375,4082.3701171875
Lalonde Sample,1,23,10,1,0,0,1,2217.72412109375,0
Lalonde Sample,1,27,9,1,0,0,1,2294.60498046875,2018.556030273438
Lalonde Sample,1,27,11,1,0,0,1,2483.85205078125,0
Lalonde Sample,1,23,12,0,0,0,0,3903.195068359375,796.5596923828125
Lalonde Sample,1,27,8,1,0,0,1,7218.27685546875,7976.93212890625
Lalonde Sample,1,28,11,1,0,1,1,6952.580078125,7318.18603515625
Lalonde Sample,1,25,12,1,0,0,0,5204.2587890625,0
Lalonde Sample,1,20,12,1,0,0,0,6085.4208984375,9750.66015625
Lalonde Sample,1,26,12,1,0,0,0,6608.80322265625,5811.76513671875
Lalonde Sample,1,23,10,1,0,1,1,10495.080078125,3385.81103515625
Lalonde Sample,1,49,8,0,0,1,1,7285.9482421875,16717.119140625
Lalonde Sample,1,19,11,1,0,0,1,10224.3701171875,11293.8095703125
Lalonde Sample,1,21,13,0,0,0,0,8616.8515625,99.57002258300781
Lalonde Sample,1,27,12,1,0,1,0,7806.38720703125,2777.5849609375
Lalonde Sample,1,23,11,1,0,0,1,8959.5888671875,1659.5
Lalonde Sample,1,22,11,1,0,0,1,12170.9404296875,8408.392578125
Lalonde Sample,1,24,15,1,0,0,0,13008.5,14683.6298828125
Lalonde Sample,1,24,12,1,0,0,0,18154.060546875,0
Lalonde Sample,1,18,11,1,0,0,1,214.5635986328125,929.8839111328125
Lalonde Sample,1,17,10,1,0,0,1,5793.85205078125,5522.7880859375
Lalonde Sample,1,17,9,1,0,0,1,1253.43896484375,5445.2001953125
Lalonde Sample,1,28,11,1,0,0,1,6871.85595703125,0
Lalonde Sample,1,27,11,1,0,0,1,2666.27392578125,0
Lalonde Sample,1,19,11,1,0,0,1,2615.27587890625,4146.60302734375
Lalonde Sample,1,18,11,0,0,0,1,919.5579223632812,4321.705078125
Lalonde Sample,1,24,10,1,0,0,1,2421.947021484375,1660.508056640625
Lalonde Sample,1,23,12,1,0,0,0,3039.9599609375,8484.2392578125
Lalonde Sample,1,21,9,1,0,0,1,5749.3310546875,743.6666259765625
Lalonde Sample,1,21,12,1,0,0,0,3332.408935546875,9371.037109375
Lalonde Sample,1,24,9,1,0,0,1,2288.675048828125,4849.55908203125
Lalonde Sample,1,20,9,0,1,0,1,5875.048828125,1358.642944335938
Lalonde Sample,1,25,13,1,0,0,0,3090.73193359375,0
Lalonde Sample,1,35,8,1,0,1,1,17976.150390625,3786.6279296875
Lalonde Sample,1,17,9,0,1,0,1,74.34345245361328,6210.669921875
Lalonde Sample,1,24,11,1,0,1,1,1666.113037109375,4032.7080078125
Lalonde Sample,1,20,12,1,0,0,0,165.2077026367188,0
Lalonde Sample,1,21,8,1,0,0,1,3695.89697265625,4279.61279296875
Lalonde Sample,1,18,10,1,0,0,1,1784.274047851562,11141.3896484375
Lalonde Sample,1,27,12,1,0,0,0,357.9498901367188,22163.25
Lalonde Sample,1,22,9,1,0,0,1,3836.986083984375,3462.56396484375
Lalonde Sample,1,46,8,1,0,0,1,2594.722900390625,0
Lalonde Sample,1,19,10,1,0,0,1,6056.75390625,0
Lalonde Sample,1,19,11,0,1,1,1,5463.80322265625,6788.462890625
Lalonde Sample,1,22,12,1,0,0,0,936.1773071289062,0
Lalonde Sample,1,22,12,0,0,0,0,8455.50390625,12590.7099609375
Lalonde Sample,1,26,12,1,0,1,0,5794.8310546875,1424.943969726562
Lalonde Sample,1,29,12,1,0,0,0,4878.93701171875,10976.509765625
Lalonde Sample,1,31,9,1,0,0,1,5517.8408203125,9558.5009765625
Lalonde Sample,1,29,12,1,0,0,0,1817.284057617188,0
Lalonde Sample,1,35,9,1,0,1,1,13830.6396484375,12803.9697265625
Lalonde Sample,1,25,12,1,0,0,0,2409.27392578125,0
Lalonde Sample,1,22,12,0,1,1,0,7055.7021484375,10092.830078125
Lalonde Sample,1,27,10,1,0,0,1,3550.074951171875,0
Lalonde Sample,1,22,10,1,0,1,1,5588.6640625,13228.2802734375
Lalonde Sample,1,19,8,1,0,0,1,2937.263916015625,7535.94189453125
Lalonde Sample,1,20,11,1,0,0,1,1220.836059570312,1085.43994140625
Lalonde Sample,1,21,12,0,0,0,0,334.0494079589844,12558.01953125
Lalonde Sample,1,27,12,1,0,1,0,334.0492858886719,0
Lalonde Sample,1,20,10,1,0,0,1,2777.35498046875,5615.18896484375
Lalonde Sample,1,23,12,1,0,0,0,501.0740966796875,671.331787109375
Lalonde Sample,1,27,13,0,0,1,0,853.7224731445312,0
Lalonde Sample,1,23,12,0,1,0,0,1117.43896484375,559.4431762695312
Lalonde Sample,1,24,12,1,0,0,0,2842.763916015625,6167.68115234375
Lalonde Sample,1,20,11,1,0,0,1,1484.994018554688,6943.341796875
Lalonde Sample,1,26,10,1,0,0,1,6788.9580078125,672.8773193359375
Lalonde Sample,1,25,14,1,0,1,0,11536.5703125,36646.94921875
Lalonde Sample,1,26,10,1,0,1,1,0,0
Lalonde Sample,1,20,9,1,0,0,1,0,8881.6650390625
Lalonde Sample,1,31,4,1,0,0,1,4023.2109375,7382.548828125
Lalonde Sample,1,24,10,1,0,1,1,4078.152099609375,0
Lalonde Sample,1,33,11,1,0,1,1,25142.240234375,4181.94189453125
Lalonde Sample,1,33,12,1,0,1,0,10941.349609375,15952.599609375
Lalonde Sample,0,23,10,1,0,0,1,0,0
Lalonde Sample,0,26,12,0,0,0,0,0,12383.6796875
Lalonde Sample,0,22,9,1,0,0,1,0,0
Lalonde Sample,0,34,9,1,0,0,1,4368.4130859375,14051.16015625
Lalonde Sample,0,18,9,1,0,0,1,0,10740.080078125
Lalonde Sample,0,45,11,1,0,0,1,0,11796.4697265625
Lalonde Sample,0,18,9,1,0,0,1,0,9227.0517578125
Lalonde Sample,0,27,12,1,0,0,0,2483.85107421875,3552.26806640625
Lalonde Sample,0,24,8,0,0,0,1,0,10569.26953125
Lalonde Sample,0,34,11,1,0,1,1,0,6040.3349609375
Lalonde Sample,0,20,13,1,0,0,0,8965.2431640625,9199.5634765625
Lalonde Sample,0,24,4,0,1,0,1,0,3880.8330078125
Lalonde Sample,0,28,12,0,0,0,0,803.343017578125,16477.01953125
Lalonde Sample,0,21,10,1,0,0,1,922.5728759765625,0
Lalonde Sample,0,28,12,1,0,1,0,29009.109375,10067.4296875
Lalonde Sample,0,20,12,1,0,0,0,6004.72802734375,4779.72021484375
Lalonde Sample,0,23,8,1,0,0,1,3403.055908203125,0
Lalonde Sample,0,21,11,1,0,1,1,7244.56103515625,8976.826171875
Lalonde Sample,0,36,10,1,0,0,1,0,0
Lalonde Sample,0,18,12,0,0,0,0,735.205078125,2502.52587890625
Lalonde Sample,0,21,14,1,0,0,0,0,5775.06201171875
Lalonde Sample,0,30,13,1,0,0,0,5569.76123046875,0
Lalonde Sample,0,26,11,0,1,0,1,1491.015991210938,0
Lalonde Sample,0,28,9,1,0,0,1,0,0
Lalonde Sample,0,31,4,0,0,0,1,10711.080078125,0
Lalonde Sample,0,18,12,1,0,0,0,642.6644897460938,14444.7099609375
Lalonde Sample,0,27,7,1,0,1,1,0,0
Lalonde Sample,0,19,11,0,0,0,1,0,0
Lalonde Sample,0,20,8,1,0,0,1,0,0
Lalonde Sample,0,28,8,1,0,0,1,10610.080078125,4623.18798828125
Lalonde Sample,0,34,12,1,0,0,0,0,2113.721923828125
Lalonde Sample,0,24,10,1,0,0,1,0,7618.63916015625
Lalonde Sample,0,24,9,1,0,0,1,0,16461.5703125
Lalonde Sample,0,22,8,0,1,0,1,0,9920.9453125
Lalonde Sample,0,25,11,1,0,0,1,0,4196.375
Lalonde Sample,0,20,11,0,0,0,1,1177.118041992188,8743.0712890625
Lalonde Sample,0,21,9,1,0,0,1,0,3343.22412109375
Lalonde Sample,0,19,12,1,0,0,0,2814.195068359375,1720.906982421875
Lalonde Sample,0,39,9,1,0,0,1,0,0
Lalonde Sample,0,19,9,1,0,1,1,0,16658.25
Lalonde Sample,0,24,10,1,0,0,1,1307.907958984375,0
Lalonde Sample,0,44,9,1,0,0,1,0,9722.0029296875
Lalonde Sample,0,23,11,1,0,0,1,1896.02294921875,5573.546875
Lalonde Sample,0,22,12,1,0,0,0,532.2536010742188,1333.444946289062
Lalonde Sample,0,27,8,1,0,0,1,0,3783.659912109375
Lalonde Sample,0,27,11,1,0,1,1,1122.620971679688,215.8347930908203
Lalonde Sample,0,18,9,1,0,0,1,1605.447998046875,0
Lalonde Sample,0,25,8,1,0,0,1,0,3515.928955078125
Lalonde Sample,0,31,10,1,0,0,1,0,17014.58984375
Lalonde Sample,0,28,10,1,0,0,1,6567.3291015625,5435.787109375
Lalonde Sample,0,26,10,1,0,1,1,558.7733764648438,0
Lalonde Sample,0,30,8,1,0,0,1,1706.656982421875,0
Lalonde Sample,0,28,11,0,1,1,1,0,6771.6220703125
Lalonde Sample,0,34,10,1,0,1,1,0,0
Lalonde Sample,0,21,7,0,1,0,1,0,0
Lalonde Sample,0,33,12,1,0,0,0,0,5970.2568359375
Lalonde Sample,0,19,9,1,0,0,1,1778.088989257812,7171
Lalonde Sample,0,20,11,1,0,0,1,7967.208984375,0
Lalonde Sample,0,18,10,0,1,0,1,0,1859.1669921875
Lalonde Sample,0,27,12,1,0,1,0,752.3900756835938,0
Lalonde Sample,0,26,12,1,0,1,0,0,6191.94287109375
